name,price,nro_of_nights,star_rating,review_score,review_count,room_type,part_of_city,distance_from_center,url,address,source,clean_address,latitude,longitude
City center Amstel river Houseboat Kom en Zie,313.14,1,,7.0,1.0,Mobile Home,Amsterdam City Centre,0.7,https://www.booking.com/hotel/nl/city-center-amstel-river-houseboat-kom-en-zie.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=216&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=1486466001_420141606_2_0_0&highlighted_blocks=1486466001_420141606_2_0_0&matching_block_id=1486466001_420141606_2_0_0&sr_pri_blocks=1486466001_420141606_2_0_0__219174&from=searchresults,"Amstel 134A Houseboat, 1017 AD Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Amstel 134A Houseboat, 1017 AD Amsterdam, Netherlands",,
The Bolster,135.0,1,3.0,7.8,1135.0,Double Room view on square,Amsterdam City Centre,0.8,https://www.booking.com/hotel/nl/the-bolster.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=217&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=196896401_0_2_0_0&highlighted_blocks=196896401_0_2_0_0&matching_block_id=196896401_0_2_0_0&sr_pri_blocks=196896401_0_2_0_0__94501&from=searchresults,"Thorbeckeplein 3, Amsterdam City Centre, 1017 CS Amsterdam, Netherlands
location — rated 9.2/10!",booking,"Thorbeckeplein 3, 1017 CS Amsterdam, Netherlands",52.3655168,4.8955363
PREMIER SUITES Amsterdam,143.14,1,4.0,9.0,1916.0,Loft,Zuideramstel,4.3,https://www.booking.com/hotel/nl/premier-suites-plus-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=218&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=617101302_241036504_0_0_0_486239&highlighted_blocks=617101302_241036504_0_0_0_486239&matching_block_id=617101302_241036504_0_0_0_486239&sr_pri_blocks=617101302_241036504_0_0_0_486239_100174&from_sustainable_property_sr=1&from=searchresults,"376 Parnassusweg, Zuideramstel, 1081 LC Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"376 Parnassusweg, 1081 LC Amsterdam, Netherlands",52.337361,4.8682193
Outside Inn,113.29,1,,9.0,1554.0,At the Beach (Ground floor or first floor),Amsterdam,5.8,https://www.booking.com/hotel/nl/nader-te-bepalen.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=219&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__79332&from=searchresults,"Ellermanstraat 31, 1114 AK Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Ellermanstraat 31, 1114 AK Amsterdam, Netherlands",52.3264921,4.9310863
Hotel V Nesplein,270.57,1,4.0,9.0,1557.0,Comfort Double or Twin Room,Amsterdam City Centre,250.0,https://www.booking.com/hotel/nl/v-nesplein.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=220&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=47637701_89022356_2_2_0&highlighted_blocks=47637701_89022356_2_2_0&matching_block_id=47637701_89022356_2_2_0&sr_pri_blocks=47637701_89022356_2_2_0__189386&from_sustainable_property_sr=1&from=searchresults,"Nes 49, Amsterdam City Centre, 1012 KD Amsterdam, Netherlands
location — rated 9.8/10!",booking,"Nes 49, 1012 KD Amsterdam, Netherlands",52.371132,4.8936421
Renaissance Amsterdam Hotel,221.0,1,5.0,7.6,725.0,Twin Room,Amsterdam City Centre,0.5,https://www.booking.com/hotel/nl/renaissance.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=221&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=1064325_95129241_0_2_0&highlighted_blocks=1064325_95129241_0_2_0&matching_block_id=1064325_95129241_0_2_0&sr_pri_blocks=1064325_95129241_0_2_0__154723&from_sustainable_property_sr=1&from=searchresults,"Kattengat 1, Amsterdam City Centre, 1012 SZ Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Kattengat 1, 1012 SZ Amsterdam, Netherlands",52.3775634,4.8945437
Amsterdam House Hotel,145.57,1,3.0,7.7,2084.0,Budget Twin Room,Amsterdam City Centre,0.6,https://www.booking.com/hotel/nl/hoteleureka.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=222&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=1088522_0_2_0_0&highlighted_blocks=1088522_0_2_0_0&matching_block_id=1088522_0_2_0_0&sr_pri_blocks=1088522_0_2_0_0__101866&from=searchresults,"'s-Gravelandseveer 3-4, Amsterdam City Centre, 1011 KM Amsterdam, Netherlands
location — rated 9.6/10!",booking,"'s-Gravelandseveer 3-4, 1011 KM Amsterdam, Netherlands",52.3677201,4.8965593
Camping Zeeburg Amsterdam,61.0,1,3.0,8.3,2834.0,Queen Room with Shared Bathroom,Zeeburg,4.6,https://www.booking.com/hotel/nl/camping-zeeburg-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=223&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=760509004_368939494_2_0_0&highlighted_blocks=760509004_368939494_2_0_0&matching_block_id=760509004_368939494_2_0_0&sr_pri_blocks=760509004_368939494_2_0_0__42711&from_sustainable_property_sr=1&from=searchresults,"20 Zuider IJdijk, Zeeburg, 1095 KN Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"20 Zuider IJdijk, 1095 KN Amsterdam, Netherlands",52.3653338,4.9595079
Hotel Artemis Amsterdam,75.14,1,4.0,8.1,3624.0,Superior Twin Room,Slotervaart,5.8,https://www.booking.com/hotel/nl/hoteartemisamsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=224&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=1111202_95133735_0_2_0&highlighted_blocks=1111202_95133735_0_2_0&matching_block_id=1111202_95133735_0_2_0&sr_pri_blocks=1111202_95133735_0_2_0__52600&from_sustainable_property_sr=1&from=searchresults,"John M.Keynesplein 2, Slotervaart, 1066 EP Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"John M.Keynesplein 2, 1066 EP Amsterdam, Netherlands",52.3418622,4.8248045
Stayokay Hostel Amsterdam Vondelpark,103.43,1,,8.6,7359.0,Twin Room with Bunk Beds and Private Bathroom with Shower,Oud-West,1.7,https://www.booking.com/hotel/nl/stayokayamdamvond.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=225&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=1102410_119945791_0_2_0&highlighted_blocks=1102410_119945791_0_2_0&matching_block_id=1102410_119945791_0_2_0&sr_pri_blocks=1102410_119945791_0_2_0__72432&from=searchresults,"Zandpad 5, Oud-West, 1054 GA Amsterdam, Netherlands
location — rated 9.4/10!",booking,"Zandpad 5, Oud-West, 1054 GA Amsterdam, Netherlands",,
DoubleTree by Hilton Amsterdam Centraal Station,155.43,1,4.0,8.3,818.0,Twin Room,Amsterdam City Centre,1.0,https://www.booking.com/hotel/nl/double-tree-by-hilton-amsterdam-centraal-station.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=226&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682240&all_sr_blocks=28888340_94704540_2_34_0&highlighted_blocks=28888340_94704540_2_34_0&matching_block_id=28888340_94704540_2_34_0&sr_pri_blocks=28888340_94704540_2_34_0__108817&from_sustainable_property_sr=1&from=searchresults,"Oosterdoksstraat 4, Amsterdam City Centre, 1011 DK Amsterdam, Netherlands
location — rated 9.4/10!",booking,"Oosterdoksstraat 4, 1011 DK Amsterdam, Netherlands",52.3766032,4.9050959
The Social Hub Amsterdam West Extended Stay,96.71,1,3.0,7.7,13.0,Standard Double Room,Slotervaart,3.8,https://www.booking.com/hotel/nl/the-social-hub-amsterdam-extended-stay.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=227&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682240&all_sr_blocks=1407156502_412490516_0_2_0_1114191&highlighted_blocks=1407156502_412490516_0_2_0_1114191&matching_block_id=1407156502_412490516_0_2_0_1114191&sr_pri_blocks=1407156502_412490516_0_2_0_1114191_67661&from=searchresults,"335 Jan van Galenstraat, Slotervaart, 1061 AG Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"335 Jan van Galenstraat, 1061 AG Amsterdam, Netherlands",52.3724834,4.8365089
easyHotel Amsterdam Arena Boulevard,83.57,1,2.0,7.7,7195.0,Economy Double Room,Zuidoost,7.5,https://www.booking.com/hotel/nl/easyhotel-amsterdam-arena-boulevard.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=228&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682240&all_sr_blocks=206427501_0_2_0_0&highlighted_blocks=206427501_0_2_0_0&matching_block_id=206427501_0_2_0_0&sr_pri_blocks=206427501_0_2_0_0__58469&from=searchresults,"Johan Cruijff Boulevard 129, Zuidoost, 1101 DM Amsterdam, Netherlands
location — rated 9/10!",booking,"Johan Cruijff Boulevard 129, 1101 DM Amsterdam, Netherlands",52.3131781,4.944876
Met Hotel Amsterdam,114.71,1,4.0,8.9,1872.0,Queen Room without Window,Slotervaart,4.1,https://www.booking.com/hotel/nl/met-amsterdam-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=229&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682240&all_sr_blocks=610541304_239064999_0_2_0&highlighted_blocks=610541304_239064999_0_2_0&matching_block_id=610541304_239064999_0_2_0&sr_pri_blocks=610541304_239064999_0_2_0__80313&from=searchresults,"Marius Bauerstraat 401, Slotervaart, 1062 AP Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Marius Bauerstraat 401, 1062 AP Amsterdam, Netherlands",52.3626531,4.8351406
Hotel Bellington,65.57,1,1.0,8.3,749.0,Basic Double Room with Shared Bathroom,Oud Zuid,1.6,https://www.booking.com/hotel/nl/bellington.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=230&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682240&all_sr_blocks=1024702_335553194_0_0_0&highlighted_blocks=1024702_335553194_0_0_0&matching_block_id=1024702_335553194_0_0_0&sr_pri_blocks=1024702_335553194_0_0_0__45884&from=searchresults,"P.C. Hooftstraat 78-80, Oud Zuid, 1071 CB Amsterdam, Netherlands
location — rated 9.5/10!",booking,"P.C. Hooftstraat 78-80, 1071 CB Amsterdam, Netherlands",52.3603479,4.881062
XO Hotels Park West,80.71,1,4.0,8.5,11057.0,Standard Twin Room,Sloterdijk,3.4,https://www.booking.com/hotel/nl/golden-tulip-amsterdam-west.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=231&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682240&all_sr_blocks=43838901_94465771_0_2_0&highlighted_blocks=43838901_94465771_0_2_0&matching_block_id=43838901_94465771_0_2_0&sr_pri_blocks=43838901_94465771_0_2_0__56500&from=searchresults,"Molenwerf 1, Sloterdijk, 1014 AG Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Molenwerf 1, 1014 AG Amsterdam, Netherlands",52.3855016,4.8471947
XO Hotels City Centre,109.86,1,3.0,7.0,5886.0,Economy Twin Room,Amsterdam City Centre,350.0,https://www.booking.com/hotel/nl/terminus.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=232&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682240&all_sr_blocks=1089311_95129629_0_2_0&highlighted_blocks=1089311_95129629_0_2_0&matching_block_id=1089311_95129629_0_2_0&sr_pri_blocks=1089311_95129629_0_2_0__76900&from=searchresults,"Beursstraat 11-19, Amsterdam City Centre, 1012 JT Amsterdam, Netherlands
location — rated 9.3/10!",booking,"Beursstraat 11-19, 1012 JT Amsterdam, Netherlands",52.3748977,4.8968197
Amsterdam Marriott Hotel,217.0,1,5.0,7.9,1649.0,Deluxe Room,Oud-West,1.5,https://www.booking.com/hotel/nl/amsterdam-marriott.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=233&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682240&all_sr_blocks=1635618_95141006_0_34_0&highlighted_blocks=1635618_95141006_0_34_0&matching_block_id=1635618_95141006_0_34_0&sr_pri_blocks=1635618_95141006_0_34_0__151864&from_sustainable_property_sr=1&from=searchresults,"Stadhouderskade 12, Oud-West, 1054 ES Amsterdam, Netherlands
location — rated 9.2/10!",booking,"Stadhouderskade 12, Oud-West, 1054 ES Amsterdam, Netherlands",52.3624578,4.8801835
Hotel V Frederiksplein,156.43,1,3.0,7.1,1917.0,Small Basement Room,Amsterdam City Centre,1.6,https://www.booking.com/hotel/nl/v-frederiksplein.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=234&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682240&all_sr_blocks=1209301_95135308_2_2_0&highlighted_blocks=1209301_95135308_2_2_0&matching_block_id=1209301_95135308_2_2_0&sr_pri_blocks=1209301_95135308_2_2_0__109506&from_sustainable_property_sr=1&from=searchresults,"Weteringschans 136, Amsterdam City Centre, 1017 XV Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Weteringschans 136, 1017 XV Amsterdam, Netherlands",52.3591905,4.8979554
"art'otel amsterdam, Powered by Radisson Hotels",229.57,1,4.0,8.7,3546.0,Art Twin Room,Amsterdam City Centre,0.6,https://www.booking.com/hotel/nl/art-otel-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=235&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682240&all_sr_blocks=59180605_91476026_0_2_0&highlighted_blocks=59180605_91476026_0_2_0&matching_block_id=59180605_91476026_0_2_0&sr_pri_blocks=59180605_91476026_0_2_0__160737&from=searchresults,"Prins Hendrikkade 33, Amsterdam City Centre, 1012 TM Amsterdam, Netherlands
location — rated 9.7/10!",booking,"Prins Hendrikkade 33, 1012 TM Amsterdam, Netherlands",52.3776412,4.8971654
WestCord Art Hotel Amsterdam 4 stars,103.86,1,4.0,8.3,746.0,Superior Deluxe Room,Westerpark,2.8,https://www.booking.com/hotel/nl/westcord-art-hotel-amsterdam-4-stars.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=236&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682240&all_sr_blocks=1097106_95129751_2_2_0&highlighted_blocks=1097106_95129751_2_2_0&matching_block_id=1097106_95129751_2_2_0&sr_pri_blocks=1097106_95129751_2_2_0__72686&from=searchresults,"Spaarndammerdijk 304, Westerpark, 1013 ZX Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Spaarndammerdijk 304, 1013 ZX Amsterdam, Netherlands",52.3925621,4.8684548
Hotel Doria,172.71,1,3.0,6.9,3995.0,Double Room,Amsterdam City Centre,100.0,https://www.booking.com/hotel/nl/doria.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=237&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682240&all_sr_blocks=77900603_416488792_0_1_0&highlighted_blocks=77900603_416488792_0_1_0&matching_block_id=77900603_416488792_0_1_0&sr_pri_blocks=77900603_416488792_0_1_0__120943&from=searchresults,"Damstraat 3, Amsterdam City Centre, 1012 JL Amsterdam, Netherlands
location — rated 9.4/10!",booking,"Damstraat 3, 1012 JL Amsterdam, Netherlands",52.372397,4.8944764
Amsterdam ID Aparthotel,150.14,1,3.0,8.8,2579.0,Studio,Westpoort,4.3,https://www.booking.com/hotel/nl/amsterdam-identity.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=238&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682240&all_sr_blocks=43005001_91474676_2_2_0&highlighted_blocks=43005001_91474676_2_2_0&matching_block_id=43005001_91474676_2_2_0&sr_pri_blocks=43005001_91474676_2_2_0__105137&from_sustainable_property_sr=1&from=searchresults,"Naritaweg 51, Westpoort, 1043 BP Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Naritaweg 51, 1043 BP Amsterdam, Netherlands",52.3875172,4.8344343
