name,room_type,star_rating,review_score,price,neighbourhood,latitude,longitude,distance_from_center,source,url
Familiewoning in Amsterdam-Noord,Entire home/apt,,5.0,248.0,Amsterdam Noord,52.4173298,4.8790686,5.4,airbnb,https://www.airbnb.com/rooms/1142605375170708272
2-Bedroom Apartment Ideal for Families,Private room,,4.83,681.0,Oud-West,52.3626192,4.877983899999999,1.4,airbnb,https://www.airbnb.com/rooms/1142684033474428843
CouldBHouse,Private room,,4.65,114.0,Westerpark,52.37561600000001,4.87242,1.7,airbnb,https://www.airbnb.com/rooms/1142971192018977798
Appartement in stadsdeel Amsterdam-zuid,Entire home/apt,,4.8,144.0,De Pijp,52.34236,4.90407,3.2,airbnb,https://www.airbnb.com/rooms/1143351181291991371
Cosy appartement Amsterdam-West,Entire home/apt,,5.0,146.0,Oud-West,52.36334044276522,4.8657934284063185,2.1,airbnb,https://www.airbnb.com/rooms/1143392462849961738
Chic apartment in De Baarjes,Entire home/apt,,4.38,230.0,Oud-West,52.363700385189546,4.853609866378192,2.9,airbnb,https://www.airbnb.com/rooms/1143971764385403232
Sunny 2-bdr with waterside view,Entire home/apt,,5.0,209.0,Oost,52.3765684,4.9453551,3.5,airbnb,https://www.airbnb.com/rooms/1144993863538052204
Numa | Medium Studio with Kitchen,Entire home/apt,,4.64,174.0,Amsterdam City Centre,52.3682707,4.9239385,2.0,airbnb,https://www.airbnb.com/rooms/1145422775904303199
Numa | Medium Duplex Studio with Kitchen,Entire home/apt,,4.65,172.0,Amsterdam City Centre,52.3682707,4.9239385,2.0,airbnb,https://www.airbnb.com/rooms/1145444486856229903
Numa | Large Duplex Studio w/ Kitchen & Sofa Bed,Entire home/apt,,4.57,219.0,Amsterdam City Centre,52.3682707,4.9239385,2.0,airbnb,https://www.airbnb.com/rooms/1145446407850073157
Numa | Extra Large Duplex Studio with Kitchen,Entire home/apt,,4.67,196.0,Amsterdam City Centre,52.3682707,4.9239385,2.0,airbnb,https://www.airbnb.com/rooms/1145464966275552030
Numa | Extra Large Studio with Kitchen & Sofa Bed,Entire home/apt,,4.64,238.0,Amsterdam City Centre,52.3682707,4.9239385,2.0,airbnb,https://www.airbnb.com/rooms/1145466942272628617
"Numa | 1 Bedroom Apartment w/ Sofa Bed, Double Bed",Entire home/apt,,4.78,355.0,Amsterdam City Centre,52.3682707,4.9239385,2.0,airbnb,https://www.airbnb.com/rooms/1145469397440593598
Wijnkopershuis Hendricksz,Entire home/apt,,4.97,534.0,Amsterdam City Centre,52.3738602,4.9015618,0.6,airbnb,https://www.airbnb.com/rooms/1145593499716996986
Amsterdam-West House with Sunny Garden,Entire home/apt,,4.75,206.0,Bos en Lommer,52.37671,4.84924,3.2,airbnb,https://www.airbnb.com/rooms/1145717940020832786
Numa | 1 Bedroom Apartment with stunning views,Entire home/apt,,4.0,402.0,Oost,52.377613,4.9395206,3.1,airbnb,https://www.airbnb.com/rooms/1146179712777118178
Appartement in oud west,Entire home/apt,,4.5,270.0,Oud-West,52.37085,4.86077,2.3,airbnb,https://www.airbnb.com/rooms/1146254678852328749
Light apartment / roof terrace,Entire home/apt,,5.0,205.0,Oud-West,52.369441501539654,4.853790286982176,2.8,airbnb,https://www.airbnb.com/rooms/1146349026255594149
Royal apt w amazing Canal view,Entire home/apt,,4.73,375.0,Amsterdam City Centre,52.374346804301275,4.888939124194756,0.6,airbnb,https://www.airbnb.com/rooms/1146389809098621488
Walk score 96 | Luggage storage | Self check in,Private room,,4.69,154.0,De Pijp,52.3483816,4.9013217,2.5,airbnb,https://www.airbnb.com/rooms/1147505742912525147
Cozy & light apartment,Entire home/apt,,5.0,189.0,Bos en Lommer,52.37632,4.85874,2.6,airbnb,https://www.airbnb.com/rooms/1147576176813096690
The Grutto,Entire home/apt,,4.98,178.0,Amsterdam Noord,52.41550059999999,4.9064795,5.1,airbnb,https://www.airbnb.com/rooms/1147691297463976343
Stylish Appt in cultural A’dam East,Entire home/apt,,5.0,175.0,Oost,52.362567712327504,4.938833937048912,3.1,airbnb,https://www.airbnb.com/rooms/1148444971359746080
Cosy bright appartement with canal & sunset view,Entire home/apt,,4.5,120.0,Westerpark,52.38896,4.88299,2.2,airbnb,https://www.airbnb.com/rooms/1148453436424247344
Cozy and colourful apartment,Entire home/apt,,5.0,148.0,Bijlmermeer,52.31807135024393,4.944488515344232,6.7,airbnb,https://www.airbnb.com/rooms/1148599313312461774
"4-bed, 2-bath family home (15' to central station)",Entire home/apt,,5.0,351.0,Amsterdam Noord,52.40813,4.90183,4.2,airbnb,https://www.airbnb.com/rooms/1148639266105704153
Chasse Grand Deluxe 217,Private room,,5.0,366.0,Oost,52.3518976,4.9249559,2.9,airbnb,https://www.airbnb.com/rooms/1148685325794487219
Stylish Boutique Apt. | Garden | Vondelpark,Entire home/apt,,5.0,490.0,Oud-West,52.360240314114634,4.857723757067954,2.8,airbnb,https://www.airbnb.com/rooms/1149776468662334801
Zonnig appartement,Entire home/apt,,5.0,345.0,Bos en Lommer,52.3766017,4.8618561,2.4,airbnb,https://www.airbnb.com/rooms/1149864436699359319
Stylish & quiet appartment,Entire home/apt,,5.0,207.0,De Pijp,52.35172,4.88843,2.1,airbnb,https://www.airbnb.com/rooms/1149933662088111303
Appartement in Amsterdam East,Entire home/apt,,5.0,165.0,Oost,52.349400725066346,4.940501935780048,3.8,airbnb,https://www.airbnb.com/rooms/1149963514112989197
Spacious Designer Apartment,Entire home/apt,,5.0,220.0,Oud-West,52.3706414,4.8587056,2.5,airbnb,https://www.airbnb.com/rooms/1149972709326001722
City center/bright canal family lofty home,Entire home/apt,,5.0,405.0,Oud-West,52.36867,4.86814,1.8,airbnb,https://www.airbnb.com/rooms/1149990121406772738
2-room apartment in Amsterdam-Centrum,Entire home/apt,,5.0,405.0,Westerpark,52.37713742855827,4.873325011114491,1.7,airbnb,https://www.airbnb.com/rooms/1150520088445405030
"Luxury home on the Elandsgracht, Center Amsterdam",Entire home/apt,,5.0,720.0,Amsterdam City Centre,52.36894580000001,4.8792631,1.1,airbnb,https://www.airbnb.com/rooms/1150736757114635657
Ruim & lichtrijk appartement,Entire home/apt,,5.0,270.0,Oud-West,52.36814294979716,4.863283671497871,2.2,airbnb,https://www.airbnb.com/rooms/1151132572246155608
"Fijn, sfeervol, recent gerenoveerd appartement",Entire home/apt,,4.93,185.0,Bos en Lommer,52.3792114,4.8547659,2.9,airbnb,https://www.airbnb.com/rooms/1151253857611510669
Central & Spacious Family Home,Entire home/apt,,4.88,405.0,Amsterdam Noord,52.38277000260783,4.914137569484879,1.9,airbnb,https://www.airbnb.com/rooms/1151290384462312172
Appartement met tuin,Entire home/apt,,4.86,180.0,De Pijp,52.34342598567832,4.902893620628357,3.0,airbnb,https://www.airbnb.com/rooms/1151451756721770789
Modern & new appartment - 2 bedroom,Entire home/apt,,4.79,293.0,Slotervaart,52.366389199463704,4.838190052560322,3.9,airbnb,https://www.airbnb.com/rooms/1151533215898630472
Bright & cosy 2 floor apartment,Entire home/apt,,5.0,180.0,Westerpark,52.38247,4.87342,2.0,airbnb,https://www.airbnb.com/rooms/1151828777490659669
Oud-West Oasis,Entire home/apt,,5.0,262.0,Oud-West,52.3624008495337,4.864696674048901,2.2,airbnb,https://www.airbnb.com/rooms/1151934300212794336
Modern and stylish apartment in De Pijp,Entire home/apt,,5.0,365.0,De Pijp,52.3566951,4.8899822,1.5,airbnb,https://www.airbnb.com/rooms/1151980621069169162
Studio in City Center,Entire home/apt,,4.55,257.0,Amsterdam City Centre,52.37610069999999,4.8926891,0.7,airbnb,https://www.airbnb.com/rooms/1153043872338429988
Numa | 1 Bedroom Apartment in central Amsterdam,Entire home/apt,,4.56,121.0,Westerpark,52.3886664,4.888515,2.1,airbnb,https://www.airbnb.com/rooms/1153534671054431144
Numa | 1 Bedroom Apartment with Sofa Bed,Entire home/apt,,4.64,170.0,Westerpark,52.3886664,4.888515,2.1,airbnb,https://www.airbnb.com/rooms/1153537591131298918
"Numa | L 1 Bedroom Apartment, Sofa Bed, Canal view",Entire home/apt,,4.86,200.0,Westerpark,52.3886664,4.888515,2.1,airbnb,https://www.airbnb.com/rooms/1153539628538521069
Numa | 2 Bedroom Duplex Apartment with Sofa Bed,Entire home/apt,,4.74,255.0,Westerpark,52.3886664,4.888515,2.1,airbnb,https://www.airbnb.com/rooms/1153542654003266630
"Numa | 2 Bedroom Apartment - Sofa Bed, Canal view",Entire home/apt,,4.46,283.0,Westerpark,52.3886664,4.888515,2.1,airbnb,https://www.airbnb.com/rooms/1153548759378035590
Roof Terrace BnB  in de Jordaan,Private room,,4.98,159.0,Amsterdam City Centre,52.376374,4.8801074,1.2,airbnb,https://www.airbnb.com/rooms/1153569259055612811
Family Friendly Rooftop Home,Entire home/apt,,4.8,343.0,Amsterdam City Centre,52.3714065,4.9085142,0.9,airbnb,https://www.airbnb.com/rooms/1153694759543777620
Ruim appartement in De Pijp,Entire home/apt,,5.0,346.0,De Pijp,52.35723064049984,4.893624834393306,1.4,airbnb,https://www.airbnb.com/rooms/1154019121238778735
Amsterdam Noord near farm area /Accessible to city,Private room,,4.89,78.0,Amsterdam Noord,52.39566431452389,4.952094929200674,4.8,airbnb,https://www.airbnb.com/rooms/1154209199531256834
Charming corner apartment by the canal,Entire home/apt,,5.0,341.0,Oud Zuid,52.3539028,4.8862724,1.9,airbnb,https://www.airbnb.com/rooms/1154528542575084396
Large 2 Floor House at the Vondelpark,Entire home/apt,,5.0,351.0,Oud-West,52.3583747844934,4.861025067072461,2.7,airbnb,https://www.airbnb.com/rooms/1155132524885755746
Luxurious studio apartment,Entire home/apt,,5.0,176.0,Oud-West,52.37015,4.85278,2.9,airbnb,https://www.airbnb.com/rooms/1155817783358050121
Fantastische woning met tuin,Entire home/apt,,5.0,186.0,Amsterdam Noord,52.3974517,4.9158401,3.3,airbnb,https://www.airbnb.com/rooms/1155872446455199386
Unique Family Apartment Amsterdam,Private room,,4.67,392.0,Oost,52.35226,4.92601,2.9,airbnb,https://www.airbnb.com/rooms/1155901137242377218
Appartement with garden,Entire home/apt,,5.0,350.0,De Pijp,52.34107,4.90356,3.3,airbnb,https://www.airbnb.com/rooms/1156090948350723679
Luxe appartement in Oud-Zuid,Entire home/apt,,5.0,344.0,Oud Zuid,52.3443949,4.8644033,3.6,airbnb,https://www.airbnb.com/rooms/1156240577336979511
Appartement in hartje Amsterdam,Entire home/apt,,4.91,209.0,Amsterdam City Centre,52.36862851785043,4.925673234918224,2.1,airbnb,https://www.airbnb.com/rooms/1156253792124009323
Beautiful Apartment in the Center of Amsterdam,Entire home/apt,,5.0,394.0,Westerpark,52.3747956712026,4.874764339270094,1.5,airbnb,https://www.airbnb.com/rooms/1156337699193577760
"Modern Apt in Zuid | Balcony, 2 BR, Near Metro",Entire home/apt,,4.44,187.0,De Pijp,52.34236,4.90677,3.2,airbnb,https://www.airbnb.com/rooms/1156395657014989163
"Luxe appartement, dicht bij stad",Entire home/apt,,5.0,575.0,De Pijp,52.34261,4.90409,3.1,airbnb,https://www.airbnb.com/rooms/1156403398579797040
Stylish & Sunny City Centre Apt,Entire home/apt,,5.0,158.0,Oost,52.359438273861514,4.913393601257513,1.7,airbnb,https://www.airbnb.com/rooms/1156404274124699614
Amazing views from cozy flat,Entire home/apt,,5.0,225.0,Bos en Lommer,52.3766066,4.8374619,4.0,airbnb,https://www.airbnb.com/rooms/1156415460637581769
Cute ground floor house Jordaan,Entire home/apt,,5.0,316.0,Amsterdam City Centre,52.3743573228392,4.877786709626896,1.3,airbnb,https://www.airbnb.com/rooms/1156428253483810137
Luxe Loft met uniek Frans Prive Terras,Entire home/apt,,5.0,320.0,Oud-West,52.36673,4.87286,1.6,airbnb,https://www.airbnb.com/rooms/1156995238982302475
Green city house Amsterdam Nieuw West,Entire home/apt,,5.0,188.0,Geuzenveld-Slotermeer,52.38251,4.82935,4.7,airbnb,https://www.airbnb.com/rooms/1157010584965811099
8 Person Nice Room in Amsterdam,Private room,,3.25,135.0,Amsterdam Noord,52.38432827300336,4.921268014104621,2.4,airbnb,https://www.airbnb.com/rooms/1157048605978158856
2 BR Canal View Apt.,Entire home/apt,,5.0,338.0,Amsterdam City Centre,52.36598101851182,4.904146212512479,0.8,airbnb,https://www.airbnb.com/rooms/1157109322791505970
Numa | Medium Studio w/ Kitchen near Flevopark,Entire home/apt,,4.84,140.0,Oost,52.36884,4.94636,3.5,airbnb,https://www.airbnb.com/rooms/1157220824524906267
Numa | 1-Bedroom Apartment near Flevopark,Entire home/apt,,4.81,169.0,Oost,52.36884,4.94636,3.5,airbnb,https://www.airbnb.com/rooms/1157222535817181903
Numa | 1-Bedroom Apartment w/ Sofabed,Entire home/apt,,4.37,195.0,Oost,52.3688442,4.9463551,3.5,airbnb,https://www.airbnb.com/rooms/1157223771943768879
Numa | L Accessible 1-Bedroom Apartment w/ Sofabed,Entire home/apt,,5.0,197.0,Oost,52.3688442,4.9463551,3.5,airbnb,https://www.airbnb.com/rooms/1157227466819257364
Numa | Large 1-Bedroom Apartment w/ Sofabed,Entire home/apt,,4.79,203.0,Oost,52.3688442,4.9463551,3.5,airbnb,https://www.airbnb.com/rooms/1157234550103521929
Numa | XL 1-Bedroom Apartment w/ Sofabed,Entire home/apt,,5.0,225.0,Oost,52.3688442,4.9463551,3.5,airbnb,https://www.airbnb.com/rooms/1157237003172680969
Numa | XL 2-Bedroom Apartment w/ Sofabed,Entire home/apt,,4.84,270.0,Oost,52.3688442,4.9463551,3.5,airbnb,https://www.airbnb.com/rooms/1157239204189836048
High-end 65m2 apartment,Entire home/apt,,4.67,270.0,De Pijp,52.3512,4.89823,2.1,airbnb,https://www.airbnb.com/rooms/1157251977721227010
Zimmer in einem charmanten Grachtenhaus (41),Private room,,5.0,155.0,Amsterdam City Centre,52.3643209,4.899320599999999,0.7,airbnb,https://www.airbnb.com/rooms/1157743211356890484
Bright & cozy apartment near Vondelpark,Entire home/apt,,5.0,227.0,Oud Zuid,52.3481789,4.8480754,4.0,airbnb,https://www.airbnb.com/rooms/1157812098136666795
Canal View Luxury Apartment,Entire home/apt,,5.0,85.0,De Pijp,52.35181,4.88674,2.1,airbnb,https://www.airbnb.com/rooms/1157881985862181412
Central Luxury Apartment,Entire home/apt,,4.75,86.0,Oud Zuid,52.35318078866667,4.885913793341223,2.0,airbnb,https://www.airbnb.com/rooms/1157964705984188389
Nice home near Kinkerstraat,Entire home/apt,,5.0,191.0,Oud-West,52.3661161,4.868236,1.9,airbnb,https://www.airbnb.com/rooms/1157999547655859573
Modern Appartement Amsterdam City View,Entire home/apt,,4.67,194.0,Oud-West,52.36728,4.87186,1.6,airbnb,https://www.airbnb.com/rooms/1158044473735649753
Cosy Amsterdam Apartment,Entire home/apt,,5.0,200.0,Oud-West,52.362735877211314,4.856700876046519,2.7,airbnb,https://www.airbnb.com/rooms/1158049960305102020
Quiet Oasis 15 min to Center,Entire home/apt,,5.0,180.0,Slotervaart,52.35428,4.83357,4.5,airbnb,https://www.airbnb.com/rooms/1158535231296515159
Appartement Amsterdam-Zuid,Entire home/apt,,5.0,225.0,Oud Zuid,52.34871099999999,4.848612399999999,4.0,airbnb,https://www.airbnb.com/rooms/1158875660186982199
Romantisch grachtenhuis in Amsterdam centrum,Entire home/apt,,5.0,419.0,Amsterdam City Centre,52.38250600000001,4.8824552,1.6,airbnb,https://www.airbnb.com/rooms/1159275427722380853
Ground-level apartment with garden,Entire home/apt,,5.0,275.0,De Pijp,52.34219456211128,4.906207194052337,3.2,airbnb,https://www.airbnb.com/rooms/1159327330375323091
Casey's Lake View House Boat,Private room,,4.8,111.0,Amsterdam Noord,52.37326,4.97901,5.7,airbnb,https://www.airbnb.com/rooms/1160640539529778887
Cozy room with private bath,Private room,,5.0,90.0,Oost,52.36097,4.93974,3.2,airbnb,https://www.airbnb.com/rooms/1160659089734558929
Sirius (City Sailing),Entire home/apt,,5.0,135.0,Oost,52.37612107896744,4.948234269509115,3.7,airbnb,https://www.airbnb.com/rooms/1160667080847423918
Huis met tuin in Amsterdam,Entire home/apt,,5.0,235.0,Oud-West,52.36587934022217,4.854841492567784,2.8,airbnb,https://www.airbnb.com/rooms/1160695624184800031
"Cute Townhouse, Central Location",Entire home/apt,,4.86,351.0,Amsterdam City Centre,52.3774983,4.891265199999999,0.9,airbnb,https://www.airbnb.com/rooms/1160753161895643570
Cosy apartment in de Pijp,Entire home/apt,,5.0,178.0,De Pijp,52.35087,4.89,2.2,airbnb,https://www.airbnb.com/rooms/1161019868207942216
Fantastisch familiehuis met parkeerplek en tuin,Entire home/apt,,5.0,281.0,Oost,52.36966,4.95067,3.8,airbnb,https://www.airbnb.com/rooms/1161274434939151257
Beautiful spacious apartment,Entire home/apt,,5.0,289.0,Oud-West,52.36974550005354,4.851185845328738,3.0,airbnb,https://www.airbnb.com/rooms/1161468388487708665
Lovely 2-BR villa with garden,Entire home/apt,,4.67,199.0,Amsterdam Noord,52.419873281844936,4.898012476463597,5.5,airbnb,https://www.airbnb.com/rooms/1162026713958549872
3br House with sunny garden,Entire home/apt,,5.0,230.0,Amsterdam Noord,52.39262,4.92742,3.3,airbnb,https://www.airbnb.com/rooms/1162209962731769274
Amsterdam Loft with roof terrace,Entire home/apt,,4.88,315.0,De Pijp,52.3453458,4.8994301,2.8,airbnb,https://www.airbnb.com/rooms/1162871601595989194
Amazing 2-story canal house with private garden!,Entire home/apt,,4.71,702.0,Oud-West,52.366618,4.874844299999999,1.4,airbnb,https://www.airbnb.com/rooms/1163068648336717560
Design Apartment near Jordaan – Quiet & Central,Entire home/apt,,5.0,210.0,Westerpark,52.37653,4.87205,1.7,airbnb,https://www.airbnb.com/rooms/1163490816089936010
Luxurious ground floor apt Amsterdam,Entire home/apt,,5.0,228.0,Oud Zuid,52.35369,4.84724,3.7,airbnb,https://www.airbnb.com/rooms/1163496779390740324
Sfeervol appartement aan het water,Entire home/apt,,5.0,539.0,De Pijp,52.3485663,4.8904736,2.4,airbnb,https://www.airbnb.com/rooms/1163514263166105495
Modern 75m² Oasis in Amsterdam,Entire home/apt,,5.0,243.0,Oost,52.36420048172385,4.933835946728386,2.7,airbnb,https://www.airbnb.com/rooms/1163546166707894939
NEW! Family Apartment at Museum District,Entire home/apt,,5.0,299.0,Oud Zuid,52.34905,4.87887,2.6,airbnb,https://www.airbnb.com/rooms/1163550859749397425
Apartment with stunning garden,Entire home/apt,,4.87,240.0,Oost,52.3599891,4.9278806,2.5,airbnb,https://www.airbnb.com/rooms/1163846018309664061
Vibrant artist's apartment,Entire home/apt,,5.0,200.0,Oud Zuid,52.35414154748134,4.852662677057997,3.4,airbnb,https://www.airbnb.com/rooms/1164569811471480093
Authentic family home in Amsterdam,Entire home/apt,,5.0,154.0,Amsterdam Noord,52.41412,4.88214,5.0,airbnb,https://www.airbnb.com/rooms/1164998869936234526
Maisonnette Amsterdam,Entire home/apt,,4.71,166.0,Bijlmermeer,52.3172817,4.9693213,7.7,airbnb,https://www.airbnb.com/rooms/1165242212941219141
Cozy Room in Amsterdam (East/Oost) incl. garden,Private room,,4.0,90.0,Oost,52.3654022957325,4.9428800210726935,3.3,airbnb,https://www.airbnb.com/rooms/1165943843343016990
Cozy room at excellent location,Private room,,4.2,86.0,Oud-West,52.37141500000001,4.8716432,1.6,airbnb,https://www.airbnb.com/rooms/1166085016678162919
Stylish Central Heritage Home,Entire home/apt,,5.0,228.0,Amsterdam Noord,52.3874503,4.9073386,2.1,airbnb,https://www.airbnb.com/rooms/1166329772838850000
Charming Apartment Next to Rembrandt Park,Entire home/apt,,4.83,255.0,Slotervaart,52.36726145089453,4.8475805650423105,3.2,airbnb,https://www.airbnb.com/rooms/1166506425860411985
Cosy apartment near the city centre,Entire home/apt,,4.86,218.0,Bos en Lommer,52.37873158951267,4.855802562834845,2.8,airbnb,https://www.airbnb.com/rooms/1166618220683555287
Lovely apartment in De Pijp,Entire home/apt,,5.0,185.0,De Pijp,52.35139,4.89387,2.1,airbnb,https://www.airbnb.com/rooms/1166649319420227932
Canal Bridge Suite (2nd),Private room,,4.0,119.0,Amsterdam City Centre,52.37028,4.88525,0.7,airbnb,https://www.airbnb.com/rooms/1166729631774407049
Stylish apartment next to the Amstel river- Unit D,Entire home/apt,,5.0,400.0,Oost,52.3534,4.91074,2.1,airbnb,https://www.airbnb.com/rooms/1167338747035589608
Licht app. in Amsterdam-Oost.,Entire home/apt,,5.0,141.0,Oost,52.352958671040454,4.929947012909647,3.0,airbnb,https://www.airbnb.com/rooms/1167345351185808889
60m apartment Amsterdam-West,Entire home/apt,,4.9,166.0,Oud-West,52.36746299052723,4.852536208927631,2.9,airbnb,https://www.airbnb.com/rooms/1167489873024756140
Stylish apartment next to the Amstel river- Unit F,Entire home/apt,,4.93,226.0,Oost,52.35337,4.91071,2.1,airbnb,https://www.airbnb.com/rooms/1167848742797848993
Amsterdam city center Apartment,Entire home/apt,,5.0,217.0,Amsterdam City Centre,52.3630776,4.8882523,0.9,airbnb,https://www.airbnb.com/rooms/1167963601023966351
Roze Kamer,Private room,,4.91,196.0,Amsterdam City Centre,52.37469450517686,4.893301939560394,0.5,airbnb,https://www.airbnb.com/rooms/1168015594853765519
"Ruim tophuis Amsterdam, minimaal 1 werk",Entire home/apt,,5.0,179.0,Slotervaart,52.3448119,4.7925198,7.5,airbnb,https://www.airbnb.com/rooms/1168633157617747285
Spacious apartment in Amsterdam,Entire home/apt,,4.91,162.0,Oud-West,52.36843,4.85514,2.7,airbnb,https://www.airbnb.com/rooms/1168770430504896323
Canal View Residence Amsterdam,Entire home/apt,,4.83,315.0,Oud-West,52.36457,4.87895,1.3,airbnb,https://www.airbnb.com/rooms/1169005545940664076
Zeer licht en ruim appartement,Entire home/apt,,5.0,600.0,De Pijp,52.3557915,4.9037356,1.7,airbnb,https://www.airbnb.com/rooms/1169534152726633670
Govert Flinck,Entire home/apt,,4.8,215.0,De Pijp,52.35631737468873,4.9024908866272545,1.6,airbnb,https://www.airbnb.com/rooms/1170142036452898538
Moderne eengezinswoning vlakbij NDSM-werf & Twiske,Entire home/apt,,5.0,230.0,Amsterdam Noord,52.418741926657034,4.902240572664962,5.4,airbnb,https://www.airbnb.com/rooms/1170256804752568653
Apartment near Vondelpark,Entire home/apt,,5.0,180.0,Oud-West,52.36089315384803,4.858669527770955,2.7,airbnb,https://www.airbnb.com/rooms/1170284076905912966
"Modern, spacious 3rd floor flat",Entire home/apt,,4.9,187.0,Oud-West,52.3614738,4.8545364,2.9,airbnb,https://www.airbnb.com/rooms/1170772396794520315
Boutique family house in Amsterdam,Entire home/apt,,5.0,361.0,Oost,52.3560081,4.926457699999999,2.6,airbnb,https://www.airbnb.com/rooms/1170846340199441399
Casa Nana - New House & Perfect for Working Online,Entire home/apt,,5.0,298.0,Oost,52.35591,4.92635,2.6,airbnb,https://www.airbnb.com/rooms/1170928877936615476
Casa Java,Entire home/apt,,5.0,178.0,Oost,52.363694388480866,4.938496984541416,3.0,airbnb,https://www.airbnb.com/rooms/1170958230684799480
Nicely renovated canal apartment,Entire home/apt,,4.5,220.0,Oud-West,52.36529,4.85746,2.6,airbnb,https://www.airbnb.com/rooms/1170967394302351020
Big apartment Amsterdam west,Entire home/apt,,4.93,229.0,Osdorp,52.352,4.7947,7.1,airbnb,https://www.airbnb.com/rooms/1171073478699136847
Lovely Family Home with garden in Amsterdam Noord,Entire home/apt,,4.5,173.0,Amsterdam Noord,52.39408625421449,4.95769546483308,5.0,airbnb,https://www.airbnb.com/rooms/1171093079311799257
Charmant dijkhuis in Amsterdam Noord,Entire home/apt,,5.0,284.0,Amsterdam Noord,52.3856,4.95586,4.5,airbnb,https://www.airbnb.com/rooms/1171102533627941782
Modern One-Bedroom Apartment,Entire home/apt,,4.86,162.0,Westerpark,52.3948269,4.8775705,3.0,airbnb,https://www.airbnb.com/rooms/1171574262520468040
Whole apartment in Amsterdam center,Entire home/apt,,4.91,189.0,Amsterdam City Centre,52.370944394374355,4.921253662537632,1.8,airbnb,https://www.airbnb.com/rooms/1171608911405667810
"Gezellig appartement in Baarsjes, West",Entire home/apt,,4.0,143.0,Oud-West,52.36908,4.85866,2.5,airbnb,https://www.airbnb.com/rooms/1171881647276254026
Cozy Design Apartment near City Center,Entire home/apt,,5.0,225.0,Westerpark,52.383820315455246,4.869481739942644,2.3,airbnb,https://www.airbnb.com/rooms/1172195740843053167
Brand New Modern Apt. Perfect central location!,Entire home/apt,,5.0,280.0,Oud-West,52.369777186338965,4.868849125324278,1.8,airbnb,https://www.airbnb.com/rooms/1172305463037403689
Studio near the city center,Entire home/apt,,4.86,145.0,Oost,52.3393183,4.920327299999999,3.8,airbnb,https://www.airbnb.com/rooms/1172426920827355287
Amster House B&B,Private room,,4.48,207.0,Amsterdam City Centre,52.37626710702928,4.896366497428759,0.7,airbnb,https://www.airbnb.com/rooms/1172516446568425964
Belly Hop Canal View Room,Private room,,4.88,148.0,Amsterdam City Centre,52.37926,4.89287,1.0,airbnb,https://www.airbnb.com/rooms/1172907190736011386
Belly Hop Beamer Room,Private room,,4.95,202.0,Amsterdam City Centre,52.3792619,4.8928686,1.0,airbnb,https://www.airbnb.com/rooms/1172982958661343298
Sunny appartment in central Adam,Entire home/apt,,4.6,216.0,Oud-West,52.35905,4.85689,2.9,airbnb,https://www.airbnb.com/rooms/1173048962274852704
Warm Druïde Cabin with real tree,Private room,,4.5,62.0,Oost,52.35291805888714,4.933401122689247,3.2,airbnb,https://www.airbnb.com/rooms/1173085144414756833
Unieke locatie in centrum van Amsterdam,Entire home/apt,,5.0,200.0,Amsterdam City Centre,52.37136181622238,4.9141666365349055,1.3,airbnb,https://www.airbnb.com/rooms/1173251884949133369
Enjoy great sunset in Adam North,Entire home/apt,,4.75,193.0,Amsterdam Noord,52.398435895898054,4.9029965830350495,3.2,airbnb,https://www.airbnb.com/rooms/1173781843489025654
*Elegant Duplex Apartment with Spacious Terrace*,Entire home/apt,,4.79,447.0,Bos en Lommer,52.3781496,4.8522161,3.0,airbnb,https://www.airbnb.com/rooms/1173784058344666224
Luxe appartement met dakterras dichtbij de RAI,Entire home/apt,,5.0,301.0,De Pijp,52.34358324607611,4.9037574313814405,3.0,airbnb,https://www.airbnb.com/rooms/1173995965509306991
Light and spacious family home,Entire home/apt,,5.0,428.0,Amsterdam Noord,52.39956655313078,4.90378189206544,3.3,airbnb,https://www.airbnb.com/rooms/1174052294123211325
Ruim appartement met tuin.,Entire home/apt,,4.8,111.0,Oost,52.3656950700927,4.93389378044386,2.7,airbnb,https://www.airbnb.com/rooms/1174052538016411513
Luxurious 4 bedroom family house,Entire home/apt,,5.0,470.0,Oud Zuid,52.3490255,4.879991599999999,2.6,airbnb,https://www.airbnb.com/rooms/1174439919831208454
Mooie woning in Amsterdam,Entire home/apt,,4.6,329.0,Geuzenveld-Slotermeer,52.38124859034177,4.817538745701313,5.4,airbnb,https://www.airbnb.com/rooms/1175104969732536292
Charming Apartment in De Pijp,Entire home/apt,,5.0,149.0,De Pijp,52.35188622573536,4.908495569432737,2.2,airbnb,https://www.airbnb.com/rooms/1175227508319953422
Beautiful town house,Entire home/apt,,5.0,293.0,Oost,52.3743354,4.947089,3.6,airbnb,https://www.airbnb.com/rooms/1175295633724170719
Luxurious Amsterdam home with canalview & garden,Entire home/apt,,5.0,372.0,De Pijp,52.34891861943124,4.9058156087994576,2.5,airbnb,https://www.airbnb.com/rooms/1175346025128019092
AMS West Gem: Style Awaits,Entire home/apt,,5.0,168.0,Oud-West,52.37077,4.85042,3.0,airbnb,https://www.airbnb.com/rooms/1175363207434053749
"Apartment near Vondelpark, w balcony and terrace",Entire home/apt,,5.0,252.0,Oud-West,52.36097306318568,4.867304446364687,2.2,airbnb,https://www.airbnb.com/rooms/1175465574601149058
